Loan_ID,Applicant_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Has_CreditCard,LoanAmount,Loan_Amount_Term,Owns_Car,Owns_House,Property_Area,Loan_Status
LN8154,Customer_8254,Other,No,0,Not Graduate,Yes,3163,27812,Yes,656,120,Unknown,1,Semiurban,Y
LN8155,Customer_8255,Female,Yes,2,Graduate,Yes,71998,28985,Yes,69,240,No,1,Semiurban,Y
LN8156,Customer_8256,Female,Yes,2,Graduate,Yes,13287,19088,Yes,121,60,Yes,1,Semiurban,Y
LN8157,Customer_8257,Other,Yes,1,Not Graduate,Yes,57465,20702,Yes,631,360,Unknown,0,Rural,Y
LN8158,Customer_8258,Female,No,3,Not Graduate,Yes,61144,18493,Yes,451,120,No,1,Urban,N
LN8159,Customer_8259,Female,Yes,3,Graduate,Yes,Unknown,31327,Yes,493,240,Unknown,0,Semiurban,N
LN8160,Customer_8260,Female,Yes,1,Graduate,No,9227,29295,Yes,422,180,Unknown,0,Urban,N
LN8161,Customer_8261,Male,No,1,Graduate,No,53842,26999,Yes,357,300,Yes,0,Semiurban,N
LN8162,Customer_8262,Female,Yes,1,Not Graduate,No,34790,43606,Yes,586,240,Unknown,1,Urban,Y
LN8163,Customer_8263,Other,No,1,Not Graduate,Yes,36001,45460,Yes,627,360,Unknown,0,Rural,Y
LN8164,Customer_8264,Other,No,3,Not Graduate,Yes,37644,7072,Yes,333,360,Unknown,1,Rural,Y
LN8165,Customer_8265,Female,Yes,2,Graduate,Yes,44921,24002,Yes,539,360,Unknown,0,Semiurban,N
LN8166,Customer_8266,Female,Yes,2,Not Graduate,Yes,50951,16773,Yes,394,60,Unknown,1,Semiurban,Y
LN8167,Customer_8267,Female,No,1,Not Graduate,Yes,74875,41725,Yes,325,120,Unknown,0,Rural,N
LN8168,Customer_8268,Other,Yes,0,Not Graduate,No,53197,8539,Yes,375,60,Unknown,0,Urban,N
LN8169,Customer_8269,Other,Yes,1,Not Graduate,Yes,41859,44533,Yes,598,300,Yes,0,Urban,N
LN8170,Customer_8270,Male,Yes,2,Not Graduate,No,34937,9537,Yes,65,240,Unknown,0,Rural,N
LN8171,Customer_8271,Male,Yes,0,Not Graduate,No,7481,32287,Yes,232,120,Yes,0,Semiurban,N
LN8172,Customer_8272,Male,No,1,Graduate,No,40227,48191,Yes,242,240,Unknown,0,Semiurban,N
LN8173,Customer_8273,Other,No,0,Not Graduate,Yes,20791,48281,Yes,63,180,Unknown,0,Semiurban,N
LN8174,Customer_8274,Male,Yes,1,Graduate,No,3207,11197,Yes,73,180,Unknown,1,Rural,N
LN8175,Customer_8275,Female,No,3,Graduate,Yes,40138,27140,Yes,644,240,No,1,Semiurban,Y
LN8176,Customer_8276,Female,Yes,2,Graduate,Yes,12944,15754,Yes,285,120,Unknown,1,Semiurban,Y
LN8177,Customer_8277,Other,Yes,1,Not Graduate,No,20285,8521,Yes,552,360,Unknown,1,Urban,Y
LN8178,Customer_8278,Male,Yes,0,Not Graduate,No,47558,44494,Yes,304,120,Unknown,0,Rural,N
LN8179,Customer_8279,Female,Yes,2,Not Graduate,No,29782,36561,Yes,426,60,Unknown,1,Semiurban,N
LN8180,Customer_8280,Other,No,1,Not Graduate,Yes,60803,38832,Yes,364,120,No,1,Rural,Y
LN8181,Customer_8281,Male,Yes,1,Graduate,Yes,7489,14427,Yes,356,240,Unknown,0,Urban,N
LN8182,Customer_8282,Female,No,1,Not Graduate,No,12108,34013,Yes,158,120,Yes,1,Rural,Y
LN8183,Customer_8283,Male,Yes,1,Graduate,Yes,67430,35005,Yes,324,180,No,0,Rural,Y
LN8184,Customer_8284,Other,No,3,Not Graduate,Yes,11030,24780,Yes,367,240,Unknown,1,Urban,N
LN8185,Customer_8285,Male,No,2,Not Graduate,Yes,64603,47873,Yes,294,60,Unknown,0,Rural,N
LN8186,Customer_8286,Other,No,3,Graduate,No,24118,12376,Yes,471,240,Unknown,0,Semiurban,N
LN8187,Customer_8287,Male,No,2,Graduate,No,14593,24299,Yes,180,240,Unknown,1,Rural,N
LN8188,Customer_8288,Female,Yes,1,Graduate,No,70730,27578,Yes,474,120,Unknown,1,Semiurban,Y
LN8189,Customer_8289,Other,No,2,Not Graduate,Yes,32439,16746,Yes,194,300,Unknown,0,Urban,N
LN8190,Customer_8290,Other,Yes,0,Graduate,No,47592,44402,Yes,392,60,Unknown,0,Semiurban,N
LN8191,Customer_8291,Other,No,2,Graduate,Yes,49261,16715,Yes,268,60,Unknown,0,Semiurban,N
LN8192,Customer_8292,Male,No,0,Graduate,Yes,49652,27544,Yes,634,360,Unknown,0,Urban,N
LN8193,Customer_8293,Male,No,0,Not Graduate,Yes,7538,45763,Yes,246,60,Unknown,0,Semiurban,N
LN8194,Customer_8294,Female,Yes,3,Graduate,Yes,23442,40361,Yes,644,360,Unknown,1,Semiurban,N
LN8195,Customer_8295,Other,No,2,Graduate,No,7842,6987,Yes,667,180,Unknown,1,Rural,Y
LN8196,Customer_8296,Other,Yes,1,Not Graduate,No,53951,46534,Yes,661,240,Unknown,1,Semiurban,Y
LN8197,Customer_8297,Male,Yes,2,Graduate,Yes,43338,47798,Yes,127,360,Unknown,1,Urban,Y
LN8198,Customer_8298,Male,Yes,3,Graduate,No,44464,33189,Yes,420,120,Unknown,1,Rural,Y
LN8199,Customer_8299,Female,No,0,Graduate,No,8773,8954,Yes,144,60,Unknown,0,Rural,N
LN8200,Customer_8300,Female,No,0,Not Graduate,No,61218,21674,Yes,438,120,Unknown,1,Semiurban,Y
LN8201,Customer_8301,Male,No,3,Graduate,No,38646,33016,Yes,564,120,No,1,Rural,Y
LN8202,Customer_8302,Other,No,3,Graduate,No,48337,39092,Yes,96,60,Unknown,1,Urban,N
LN8203,Customer_8303,Female,No,2,Graduate,No,18586,11738,Yes,207,180,Unknown,0,Urban,N
LN8204,Customer_8304,Male,No,0,Graduate,No,46293,482,Yes,320,240,Yes,1,Semiurban,N
LN8205,Customer_8305,Male,No,3,Graduate,No,47180,31508,Yes,471,360,No,0,Semiurban,N
LN8206,Customer_8306,Other,Yes,2,Graduate,No,61039,44435,Yes,77,240,No,1,Urban,Y
LN8207,Customer_8307,Male,No,2,Graduate,No,47807,44818,Yes,226,240,Unknown,0,Urban,N
LN8208,Customer_8308,Male,Yes,1,Not Graduate,No,30740,11424,Yes,136,120,No,1,Urban,Y
LN8209,Customer_8309,Female,Yes,0,Not Graduate,Yes,9772,20798,Yes,636,360,Yes,0,Rural,N
LN8210,Customer_8310,Male,No,2,Not Graduate,Yes,42358,45586,Yes,317,180,Yes,1,Semiurban,Y
LN8211,Customer_8311,Male,No,3,Graduate,No,17647,28667,Yes,103,240,Unknown,0,Semiurban,N
LN8212,Customer_8312,Female,Yes,0,Not Graduate,No,19504,28403,Yes,132,60,Unknown,1,Urban,Y
LN8213,Customer_8313,Other,Yes,3,Graduate,No,9460,42907,Yes,593,300,Unknown,0,Urban,N
LN8214,Customer_8314,Other,No,3,Graduate,No,9281,39474,Yes,434,120,Unknown,0,Semiurban,Y
LN8215,Customer_8315,Female,Yes,2,Graduate,Yes,25246,9559,Yes,572,300,Unknown,1,Rural,N
LN8216,Customer_8316,Female,Yes,2,Not Graduate,Yes,39499,8314,Yes,272,180,Unknown,0,Semiurban,N
LN8217,Customer_8317,Other,Yes,1,Not Graduate,No,49733,17133,Yes,616,180,No,1,Semiurban,N
LN8218,Customer_8318,Other,Yes,3,Graduate,Yes,31491,45374,Yes,335,180,Unknown,0,Semiurban,N
LN8219,Customer_8319,Other,No,2,Graduate,No,47536,34365,Yes,629,180,Unknown,1,Urban,Y
LN8220,Customer_8320,Other,No,1,Not Graduate,Yes,50872,32221,Yes,493,360,Unknown,1,Semiurban,Y
LN8221,Customer_8321,Other,Yes,0,Not Graduate,No,54566,32156,Yes,138,300,Yes,0,Semiurban,N
LN8222,Customer_8322,Female,Yes,1,Not Graduate,Yes,28416,25161,Yes,659,120,No,1,Semiurban,N
LN8223,Customer_8323,Male,Yes,1,Not Graduate,Yes,9635,39156,Yes,578,300,Unknown,1,Semiurban,Y
LN8224,Customer_8324,Other,No,3,Not Graduate,Yes,22189,8735,Yes,210,360,Unknown,0,Rural,N
LN8225,Customer_8325,Other,No,0,Not Graduate,No,65929,5576,Yes,207,240,Unknown,0,Rural,N
LN8226,Customer_8326,Male,Yes,3,Not Graduate,Yes,14498,8206,Yes,318,180,Unknown,1,Urban,Y
LN8227,Customer_8327,Male,Yes,3,Graduate,No,63777,26042,Yes,429,240,Unknown,1,Semiurban,Y
LN8228,Customer_8328,Male,Yes,1,Graduate,Yes,53617,24337,Yes,81,180,Unknown,0,Urban,N
LN8229,Customer_8329,Male,No,1,Not Graduate,Yes,62200,34246,Yes,136,120,Unknown,1,Semiurban,Y
LN8230,Customer_8330,Male,Yes,2,Not Graduate,No,13427,9574,Yes,142,180,Unknown,1,Urban,Y
LN8231,Customer_8331,Male,Yes,1,Graduate,No,52555,43018,Yes,559,180,No,1,Semiurban,Y
LN8232,Customer_8332,Female,Yes,2,Not Graduate,No,9570,35042,Yes,644,60,Yes,1,Rural,Y
LN8233,Customer_8333,Male,Yes,3,Graduate,Yes,27988,34929,Yes,565,240,Unknown,1,Rural,Y
LN8234,Customer_8334,Male,Yes,1,Graduate,No,61881,19992,Yes,138,60,No,1,Semiurban,Y
LN8235,Customer_8335,Female,No,0,Not Graduate,No,56401,49755,Yes,203,240,Unknown,0,Urban,N
LN8236,Customer_8336,Male,No,0,Graduate,No,42114,4043,Yes,643,240,Yes,1,Semiurban,Y
LN8237,Customer_8337,Other,No,3,Not Graduate,Yes,11408,40022,Yes,207,360,Unknown,1,Semiurban,N
LN8238,Customer_8338,Other,Yes,3,Not Graduate,No,50606,29264,Yes,467,180,Unknown,0,Semiurban,N
LN8239,Customer_8339,Male,No,1,Graduate,No,48854,46329,Yes,302,240,Unknown,0,Rural,N
LN8240,Customer_8340,Female,Yes,2,Graduate,Yes,36573,19876,Yes,338,360,Unknown,1,Urban,Y
LN8241,Customer_8341,Other,No,1,Graduate,No,54968,30929,Yes,208,60,Unknown,1,Rural,Y
LN8242,Customer_8342,Female,No,2,Not Graduate,Yes,30385,27574,Yes,361,60,Unknown,0,Semiurban,Y
LN8243,Customer_8343,Other,Yes,1,Not Graduate,No,28847,11784,Yes,623,120,Unknown,0,Urban,N
LN8244,Customer_8344,Male,Yes,0,Not Graduate,No,58383,9196,Yes,630,120,Unknown,1,Urban,Y
LN8245,Customer_8345,Female,Yes,0,Not Graduate,No,10420,6754,Yes,484,180,Unknown,0,Rural,N
LN8246,Customer_8346,Female,No,2,Not Graduate,No,45147,46627,Yes,403,240,Unknown,0,Semiurban,Y
LN8247,Customer_8347,Female,Yes,1,Not Graduate,Yes,16806,27704,Yes,314,180,Unknown,1,Semiurban,Y
LN8248,Customer_8348,Other,No,3,Not Graduate,Yes,7257,47441,Yes,57,180,No,0,Urban,N
LN8249,Customer_8349,Other,No,2,Graduate,Yes,21696,29396,Yes,156,180,Unknown,1,Rural,Y
LN8250,Customer_8350,Other,No,0,Not Graduate,Yes,37763,17198,Yes,654,360,Unknown,0,Rural,N
LN8251,Customer_8351,Male,Yes,2,Graduate,Yes,73531,8723,Yes,118,180,Unknown,1,Semiurban,Y
LN8252,Customer_8352,Other,Yes,1,Graduate,Yes,21126,33526,Yes,489,60,Unknown,1,Rural,N
LN8253,Customer_8353,Male,Yes,3,Not Graduate,No,36923,49157,Yes,187,120,No,1,Urban,Y
LN8254,Customer_8354,Female,No,3,Graduate,No,44353,41544,Yes,407,240,Unknown,0,Semiurban,N
LN8255,Customer_8355,Female,No,2,Graduate,No,10202,36444,Yes,677,300,Unknown,1,Urban,Y
LN8256,Customer_8356,Male,Yes,1,Graduate,Yes,66168,17918,Yes,569,300,Unknown,1,Rural,Y
LN8257,Customer_8357,Other,No,1,Not Graduate,No,65835,45852,Yes,117,300,Unknown,1,Semiurban,Y
LN8258,Customer_8358,Male,No,3,Graduate,Yes,51809,29027,Yes,195,240,Unknown,1,Urban,Y
LN8259,Customer_8359,Female,No,0,Not Graduate,Yes,16341,2266,Yes,299,180,Unknown,1,Semiurban,N
LN8260,Customer_8360,Female,Yes,1,Not Graduate,No,68410,2414,Yes,433,60,Unknown,1,Semiurban,Y
LN8261,Customer_8361,Male,No,3,Not Graduate,No,23640,45944,Yes,517,240,Unknown,1,Urban,N
LN8262,Customer_8362,Other,No,3,Graduate,Yes,28905,49712,Yes,560,240,Unknown,0,Semiurban,N
LN8263,Customer_8363,Other,Yes,1,Graduate,Yes,12838,20843,Yes,543,60,Unknown,1,Semiurban,Y
LN8264,Customer_8364,Male,Yes,1,Not Graduate,Yes,27275,34086,Yes,564,360,Yes,1,Semiurban,Y
LN8265,Customer_8365,Male,Yes,2,Not Graduate,No,9339,2552,Yes,413,60,Yes,1,Urban,N
LN8266,Customer_8366,Other,Yes,0,Not Graduate,Yes,62999,22704,Yes,448,240,No,1,Urban,Y
LN8267,Customer_8367,Female,Yes,2,Graduate,Yes,16449,38186,Yes,689,360,Unknown,1,Semiurban,Y
LN8268,Customer_8368,Male,Yes,2,Graduate,No,50550,46363,Yes,169,120,Unknown,1,Urban,Y
LN8269,Customer_8369,Other,No,3,Graduate,Yes,24813,19244,Yes,104,360,Yes,1,Semiurban,N
LN8270,Customer_8370,Other,No,3,Graduate,No,25659,39488,Yes,119,300,Unknown,1,Rural,Y
LN8271,Customer_8371,Female,No,0,Graduate,Yes,15068,31537,Yes,543,360,Yes,1,Rural,N
LN8272,Customer_8372,Female,No,2,Graduate,No,49471,33845,Yes,405,120,Yes,0,Rural,N
LN8273,Customer_8373,Female,Yes,2,Graduate,Yes,29880,21823,Yes,517,240,Unknown,0,Urban,Y
LN8274,Customer_8374,Female,No,3,Not Graduate,No,28847,2526,Yes,337,300,Unknown,1,Semiurban,N
LN8275,Customer_8375,Female,Yes,3,Graduate,Yes,37055,48669,Yes,286,360,No,0,Urban,N
LN8276,Customer_8376,Male,Yes,1,Not Graduate,Yes,17802,32501,Yes,267,60,Unknown,1,Rural,N
LN8277,Customer_8377,Other,No,2,Graduate,No,7944,33489,Yes,577,180,Yes,1,Rural,Y
LN8278,Customer_8378,Male,No,0,Not Graduate,No,3360,42204,Yes,319,60,Unknown,1,Semiurban,Y
LN8279,Customer_8379,Male,Yes,2,Graduate,Yes,66475,5801,Yes,367,240,Yes,1,Semiurban,Y
LN8280,Customer_8380,Male,Yes,3,Graduate,Yes,6464,22437,Yes,313,300,Yes,1,Semiurban,Y
LN8281,Customer_8381,Male,Yes,1,Graduate,Yes,21610,31957,Yes,694,300,Yes,0,Urban,Y
LN8282,Customer_8382,Male,Yes,2,Not Graduate,Yes,33607,1345,Yes,393,360,Unknown,1,Urban,N
LN8283,Customer_8383,Female,No,0,Graduate,Yes,8044,745,Yes,526,240,Unknown,0,Semiurban,N
LN8284,Customer_8384,Female,Yes,3,Graduate,Yes,41700,13326,Yes,570,240,Unknown,1,Urban,Y
LN8285,Customer_8385,Other,No,1,Not Graduate,Yes,62890,8124,Yes,91,180,Unknown,0,Urban,N
LN8286,Customer_8386,Male,Yes,2,Graduate,No,13916,5599,Yes,67,180,Unknown,1,Rural,Y
LN8287,Customer_8387,Other,Yes,0,Graduate,Yes,72311,33645,Yes,259,300,Unknown,1,Rural,Y
LN8288,Customer_8388,Female,Yes,3,Not Graduate,No,48347,24709,Yes,481,60,Unknown,0,Semiurban,N
LN8289,Customer_8389,Female,No,0,Graduate,Yes,3817,37581,Yes,379,300,Yes,0,Semiurban,N
LN8290,Customer_8390,Female,Yes,2,Not Graduate,Yes,5146,10616,Yes,325,120,Unknown,1,Semiurban,N
LN8291,Customer_8391,Male,No,3,Not Graduate,No,26480,7764,Yes,471,300,Unknown,1,Rural,Y
LN8292,Customer_8392,Male,No,2,Not Graduate,Yes,35146,40077,Yes,197,180,Yes,0,Urban,Y
LN8293,Customer_8393,Female,No,1,Graduate,No,35611,10891,Yes,99,360,Unknown,0,Urban,N
LN8294,Customer_8394,Other,Yes,2,Graduate,Yes,27234,9654,Yes,182,120,Yes,1,Rural,Y
LN8295,Customer_8395,Other,No,1,Not Graduate,Yes,7958,29817,Yes,634,300,No,0,Semiurban,N
LN8296,Customer_8396,Female,No,2,Not Graduate,Yes,Unknown,34132,Yes,154,180,Unknown,1,Semiurban,Y
LN8297,Customer_8397,Other,Yes,0,Graduate,Yes,19825,49116,Yes,341,60,Unknown,0,Semiurban,N
LN8298,Customer_8398,Female,Yes,0,Graduate,No,60036,15538,Yes,281,120,Unknown,1,Semiurban,Y
LN8299,Customer_8399,Other,No,3,Graduate,No,62006,25807,Yes,150,360,Yes,1,Urban,Y
LN8300,Customer_8400,Female,No,0,Not Graduate,No,61214,14289,Yes,308,360,Yes,1,Semiurban,Y
LN8301,Customer_8401,Other,Yes,0,Graduate,Yes,30450,4261,Yes,341,60,Unknown,0,Rural,N
LN8302,Customer_8402,Male,No,1,Not Graduate,No,67557,285920,Yes,161,180,Unknown,0,Semiurban,N
LN8303,Customer_8403,Female,No,0,Not Graduate,Yes,66211,28281,Yes,94,240,Unknown,0,Urban,N
LN8304,Customer_8404,Female,No,1,Graduate,No,22596,4082,Yes,532,60,No,1,Semiurban,N
LN8305,Customer_8405,Other,Yes,1,Graduate,Yes,62000,17963,Yes,661,180,Unknown,0,Semiurban,Y
LN8306,Customer_8406,Female,No,1,Not Graduate,No,70432,29770,Yes,206,180,Unknown,1,Urban,Y
LN8307,Customer_8407,Female,Yes,2,Not Graduate,No,36857,21983,Yes,274,180,Unknown,0,Rural,N
LN8308,Customer_8408,Female,Yes,1,Graduate,No,3308,3419,Yes,122,240,Unknown,0,Urban,N
LN8309,Customer_8409,Male,Yes,2,Not Graduate,No,28168,30991,Yes,630,300,Unknown,0,Urban,N
LN8310,Customer_8410,Male,No,1,Graduate,Yes,31419,18401,Yes,221,300,Unknown,1,Semiurban,Y
LN8311,Customer_8411,Other,Yes,2,Graduate,No,73029,20401,Yes,469,360,Unknown,1,Urban,N
LN8312,Customer_8412,Male,No,3,Not Graduate,No,15756,3037,Yes,463,300,Yes,0,Semiurban,N
LN8313,Customer_8413,Other,Yes,3,Not Graduate,No,32288,14501,Yes,610,180,Unknown,0,Urban,N
LN8314,Customer_8414,Male,No,2,Graduate,No,15384,17145,Yes,285,60,Unknown,0,Urban,Y
LN8315,Customer_8415,Other,No,3,Not Graduate,Yes,42852,46165,Yes,670,300,Unknown,1,Semiurban,N
LN8316,Customer_8416,Male,No,0,Not Graduate,Yes,18195,Unknown,Yes,288,240,Yes,0,Urban,N
LN8317,Customer_8417,Male,Yes,1,Graduate,Yes,37125,47948,Yes,429,60,Unknown,1,Urban,Y
LN8318,Customer_8418,Other,No,2,Not Graduate,No,Unknown,12838,Yes,506,300,Unknown,1,Semiurban,Y
LN8319,Customer_8419,Female,No,3,Graduate,No,54539,16982,Yes,565,180,Unknown,0,Urban,N
LN8320,Customer_8420,Female,Yes,3,Not Graduate,Yes,50803,3743,Yes,253,300,Unknown,1,Urban,Y
LN8321,Customer_8421,Male,Yes,0,Graduate,Yes,61825,31966,Yes,468,60,Unknown,0,Semiurban,N
LN8322,Customer_8422,Other,No,1,Not Graduate,Yes,63555,41376,Yes,133,360,Unknown,0,Urban,N
LN8323,Customer_8423,Female,Yes,0,Not Graduate,Yes,39496,44393,Yes,263,300,Unknown,0,Rural,N
LN8324,Customer_8424,Other,Yes,2,Not Graduate,Yes,8294,48273,Yes,440,360,Unknown,0,Urban,Y
LN8325,Customer_8425,Female,Yes,3,Not Graduate,No,47852,46795,Yes,408,120,Unknown,0,Urban,N
LN8326,Customer_8426,Other,No,3,Not Graduate,No,68858,6210,Yes,422,240,Unknown,0,Urban,N
LN8327,Customer_8427,Male,Yes,3,Not Graduate,Yes,18836,33850,Yes,623,360,Unknown,0,Semiurban,N
LN8328,Customer_8428,Other,No,0,Not Graduate,No,38828,587,Yes,107,60,No,0,Semiurban,N
LN8329,Customer_8429,Female,Yes,0,Not Graduate,No,51978,29443,Yes,486,120,Unknown,1,Rural,Y
LN8330,Customer_8430,Male,Yes,1,Graduate,Yes,41403,10999,Yes,698,120,Yes,0,Semiurban,Y
LN8331,Customer_8431,Other,No,2,Not Graduate,Yes,Unknown,36426,Yes,567,180,Yes,1,Rural,N
LN8332,Customer_8432,Female,Yes,1,Not Graduate,Yes,12453,15845,Yes,135,120,Unknown,0,Urban,N
LN8333,Customer_8433,Male,Yes,1,Not Graduate,Yes,28381,10415,Yes,197,240,Yes,0,Urban,N
LN8334,Customer_8434,Other,Yes,3,Not Graduate,No,67542,45377,Yes,625,240,Unknown,0,Urban,N
LN8335,Customer_8435,Female,Yes,0,Not Graduate,No,61877,21964,Yes,524,240,Unknown,0,Urban,N
LN8336,Customer_8436,Other,No,2,Graduate,No,56377,10375,Yes,184,240,Unknown,1,Rural,Y
LN8337,Customer_8437,Other,No,1,Graduate,No,6664,47531,Yes,167,180,Unknown,0,Rural,N
LN8338,Customer_8438,Male,No,2,Not Graduate,Yes,38864,16148,Yes,585,300,Unknown,1,Urban,N
LN8339,Customer_8439,Male,No,3,Not Graduate,No,16871,5913,Yes,428,60,No,1,Urban,N
LN8340,Customer_8440,Female,No,1,Not Graduate,Yes,73195,42981,Yes,313,60,Unknown,1,Semiurban,Y
LN8341,Customer_8441,Male,No,0,Not Graduate,No,28929,21410,Yes,372,360,Unknown,0,Urban,N
LN8342,Customer_8442,Female,No,1,Graduate,No,8730,29351,Yes,60,180,Yes,0,Rural,N
LN8343,Customer_8443,Other,Yes,3,Not Graduate,Yes,Unknown,43329,Yes,627,60,Unknown,1,Rural,Y
LN8344,Customer_8444,Other,No,1,Graduate,Yes,58414,25935,Yes,312,180,Unknown,1,Semiurban,Y
LN8345,Customer_8445,Female,No,3,Not Graduate,Yes,73945,49932,Yes,73,360,Yes,0,Urban,Y
LN8346,Customer_8446,Other,No,1,Graduate,No,32234,32938,Yes,190,60,Unknown,0,Semiurban,N
LN8347,Customer_8447,Male,Yes,2,Graduate,Yes,3547,37787,Yes,503,360,No,1,Rural,Y
LN8348,Customer_8448,Other,No,0,Graduate,No,57284,Unknown,Yes,280,300,No,0,Semiurban,Y
LN8349,Customer_8449,Male,No,3,Not Graduate,No,71436,46497,Yes,649,300,Unknown,1,Semiurban,Y
LN8350,Customer_8450,Female,No,2,Not Graduate,Yes,54417,2108,Yes,165,240,Unknown,1,Rural,Y
LN8351,Customer_8451,Female,Yes,3,Not Graduate,No,11946,15476,Yes,329,60,Unknown,0,Urban,N
LN8352,Customer_8452,Other,No,1,Not Graduate,Yes,55943,9850,Yes,599,300,Unknown,0,Semiurban,N
LN8353,Customer_8453,Other,Yes,3,Not Graduate,Yes,14020,9987,Yes,248,300,Unknown,0,Semiurban,Y
LN8354,Customer_8454,Male,Yes,3,Graduate,No,7317,39384,Yes,332,360,Unknown,1,Rural,N
LN8355,Customer_8455,Male,Yes,0,Graduate,No,3523,35553,Yes,335,120,Yes,1,Rural,Y
LN8356,Customer_8456,Other,Yes,2,Graduate,No,58076,33164,Yes,177,240,Yes,1,Semiurban,Y
LN8357,Customer_8457,Other,No,1,Not Graduate,Yes,11809,25379,Yes,256,240,Unknown,1,Rural,Y
LN8358,Customer_8458,Female,Yes,0,Graduate,Yes,18535,40799,Yes,307,180,Unknown,1,Urban,N
LN8359,Customer_8459,Female,Yes,3,Not Graduate,Yes,53012,19388,Yes,560,300,No,0,Semiurban,N
LN8360,Customer_8460,Female,No,0,Graduate,No,51951,11961,Yes,609,300,Unknown,1,Urban,Y
LN8361,Customer_8461,Other,Yes,3,Not Graduate,Yes,25264,40532,Yes,113,360,Unknown,1,Rural,Y
LN8362,Customer_8462,Other,Yes,1,Graduate,No,64832,8846,Yes,190,300,Unknown,1,Urban,Y
LN8363,Customer_8463,Other,Yes,3,Not Graduate,Yes,30476,126440,Yes,156,180,Unknown,0,Urban,N
LN8364,Customer_8464,Female,Yes,0,Graduate,Yes,54973,478360,Yes,691,360,Unknown,0,Semiurban,N
LN8365,Customer_8465,Other,Yes,0,Graduate,No,56017,24843,Yes,262,240,Unknown,0,Rural,N
LN8366,Customer_8466,Male,Yes,3,Graduate,No,18503,47179,Yes,65,300,Yes,1,Rural,N
LN8367,Customer_8467,Other,No,2,Not Graduate,No,14506,1092,Yes,437,300,Yes,0,Urban,N
LN8368,Customer_8468,Other,No,0,Graduate,Yes,43994,42428,Yes,307,180,Unknown,1,Semiurban,Y
LN8369,Customer_8469,Other,No,2,Graduate,No,19169,9513,Yes,163,60,No,1,Semiurban,Y
LN8370,Customer_8470,Other,No,2,Graduate,No,21484,40095,Yes,587,180,Unknown,1,Urban,N
LN8371,Customer_8471,Other,Yes,2,Not Graduate,No,61723,37761,Yes,87,360,Unknown,1,Semiurban,Y
LN8372,Customer_8472,Male,Yes,2,Graduate,No,52588,3079,Yes,74,240,Unknown,1,Semiurban,Y
LN8373,Customer_8473,Male,Yes,0,Not Graduate,Yes,16920,42468,Yes,101,60,Unknown,1,Rural,Y
LN8374,Customer_8474,Other,No,0,Graduate,Yes,19875,41781,Yes,140,60,Unknown,1,Rural,N
LN8375,Customer_8475,Female,No,2,Graduate,No,65480,12167,Yes,187,180,Unknown,1,Rural,Y
LN8376,Customer_8476,Other,Yes,0,Not Graduate,No,65629,2135,Yes,258,180,Unknown,1,Rural,Y
LN8377,Customer_8477,Other,Yes,2,Not Graduate,Yes,70450,30236,Yes,110,240,Unknown,1,Semiurban,Y
LN8378,Customer_8478,Other,No,2,Graduate,No,5925,21305,Yes,160,120,Unknown,1,Urban,N
LN8379,Customer_8479,Female,No,2,Not Graduate,No,Unknown,Unknown,Yes,307,360,Unknown,1,Semiurban,Y
LN8380,Customer_8480,Female,No,3,Not Graduate,No,Unknown,686,Yes,184,60,Unknown,1,Urban,Y
LN8381,Customer_8481,Female,No,1,Not Graduate,Yes,22613,9166,Yes,109,120,Unknown,1,Urban,N
LN8382,Customer_8482,Male,Yes,0,Graduate,Yes,64473,41465,Yes,238,240,Unknown,1,Urban,Y
LN8383,Customer_8483,Female,No,0,Graduate,Yes,66903,48726,Yes,385,60,Unknown,1,Semiurban,Y
LN8384,Customer_8484,Male,No,2,Graduate,No,22961,16457,Yes,674,60,Yes,1,Urban,N
LN8385,Customer_8485,Male,Yes,3,Not Graduate,No,71107,16964,Yes,76,300,Unknown,1,Rural,Y
LN8386,Customer_8486,Female,Yes,3,Not Graduate,No,19616,27716,Yes,50,60,Unknown,1,Semiurban,N
LN8387,Customer_8487,Female,Yes,0,Not Graduate,Yes,36984,24798,Yes,135,360,Unknown,1,Urban,N
LN8388,Customer_8488,Female,No,2,Not Graduate,Yes,6539,12199,Yes,129,240,Unknown,0,Urban,N
LN8389,Customer_8489,Male,No,0,Graduate,No,36289,17280,Yes,621,240,Unknown,0,Urban,N
LN8390,Customer_8490,Other,No,2,Not Graduate,No,65076,2433,Yes,597,60,Unknown,0,Rural,Y
LN8391,Customer_8491,Female,No,2,Graduate,No,14391,36720,Yes,513,360,Unknown,0,Rural,N
LN8392,Customer_8492,Female,Yes,1,Not Graduate,No,47906,7452,Yes,457,120,Unknown,0,Rural,N
LN8393,Customer_8493,Female,Yes,2,Graduate,No,11250,Unknown,Yes,450,300,Unknown,0,Rural,N
LN8394,Customer_8494,Male,No,1,Graduate,Yes,52135,46854,Yes,516,120,Unknown,1,Rural,Y
LN8395,Customer_8495,Male,No,0,Not Graduate,Yes,24065,33590,Yes,224,180,Unknown,0,Semiurban,Y
LN8396,Customer_8496,Other,No,0,Not Graduate,Yes,57785,26787,Yes,650,120,Unknown,0,Semiurban,N
