,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Owns_House,Property_Area,Loan_Status,Has_CreditCard
7885,Other,No,2,Not Graduate,No,71384,35470,345,240,0,Rural,N,Yes
7886,Female,Yes,0,Not Graduate,Yes,19077,34972,155,300,0,Rural,N,Yes
7887,Other,Yes,0,Graduate,Yes,6612,2228,656,180,1,Semiurban,N,Yes
7888,Female,No,1,Graduate,Yes,61192,10648,258,120,1,Urban,Y,Yes
7889,Male,Yes,2,Not Graduate,No,69998,4948,219,60,1,Rural,N,Yes
7890,Other,Yes,3,Graduate,Yes,58114,31696,559,360,0,Rural,Y,Yes
7891,Other,No,2,Graduate,Yes,42579,20186,399,120,1,Urban,Y,Yes
7892,Male,No,3,Graduate,Yes,29132,3099,640,360,1,Urban,Y,Yes
7893,Male,No,0,Graduate,No,37924,28310,515,180,1,Rural,Y,Yes
7894,Other,No,0,Graduate,Yes,5919,45926,130,60,0,Rural,N,Yes
7895,Male,No,1,Graduate,Yes,66768,45667,498,300,0,Rural,N,Yes
7896,Female,No,3,Not Graduate,No,46910,17922,681,300,1,Urban,Y,Yes
7897,Male,No,2,Not Graduate,Yes,37005,41561,150,240,0,Rural,N,Yes
7898,Male,No,1,Not Graduate,Yes,13657,43024,418,120,1,Semiurban,Y,Yes
7899,Other,No,1,Not Graduate,Yes,21394,31568,579,360,0,Urban,Y,Yes
7900,Female,Yes,1,Not Graduate,Yes,41397,6978,314,300,0,Semiurban,N,Yes
7901,Male,No,2,Graduate,No,26874,12098,251,180,1,Urban,Y,Yes
7902,Female,No,1,Graduate,No,32873,33313,167,300,1,Rural,Y,Yes
7903,Female,Yes,2,Graduate,No,26670,38700,172,240,0,Urban,N,Yes
7904,Female,No,1,Not Graduate,Yes,51112,38971,74,60,1,Urban,Y,Yes
7905,Other,Yes,3,Not Graduate,Yes,67069,41143,418,300,1,Rural,Y,Yes
7906,Male,Yes,0,Graduate,Yes,58352,49989,434,180,0,Urban,N,Yes
7907,Other,No,3,Not Graduate,Yes,18768,17772,620,300,1,Rural,Y,Yes
7908,Male,Yes,3,Graduate,No,69113,14240,323,360,1,Rural,Y,Yes
7909,Male,No,1,Graduate,Yes,27463,17841,96,360,0,Urban,N,Yes
7910,Other,No,3,Graduate,No,33836,11462,384,300,1,Semiurban,Y,Yes
7911,Female,Yes,3,Not Graduate,Yes,14688,19184,466,180,1,Rural,Y,Yes
7912,Female,Yes,3,Not Graduate,Yes,20202,36071,583,60,1,Rural,Y,Yes
7913,Male,Yes,1,Graduate,No,10188,26029,393,180,0,Rural,N,Yes
7914,Other,No,2,Graduate,Yes,56326,44595,370,300,0,Rural,N,Yes
7915,Female,No,0,Not Graduate,Yes,17135,23670,188,180,1,Semiurban,Y,Yes
7916,Female,Yes,0,Not Graduate,Yes,37657,36054,156,360,0,Rural,N,Yes
7917,Male,No,2,Not Graduate,Yes,3558,7489,395,360,0,Semiurban,N,Yes
7918,Male,No,2,Not Graduate,No,55085,17556,496,360,0,Semiurban,Y,Yes
7919,Other,Yes,3,Graduate,Yes,29195,15767,511,240,1,Rural,N,Yes
7920,Male,Yes,0,Graduate,No,17443,1711,265,60,1,Urban,Y,Yes
7921,Female,Yes,2,Not Graduate,No,67286,38264,431,120,1,Semiurban,Y,Yes
7922,Female,Yes,3,Not Graduate,Yes,26215,25356,98,360,1,Urban,N,Yes
7923,Female,Yes,0,Not Graduate,Yes,8949,23871,666,300,0,Rural,N,Yes
7924,Female,Yes,1,Not Graduate,No,43411,17412,106,60,0,Urban,N,Yes
7925,Other,Yes,1,Graduate,No,52221,45683,575,240,1,Urban,Y,Yes
7926,Other,Yes,0,Not Graduate,Yes,71438,35018,388,300,1,Rural,Y,Yes
7927,Male,Yes,0,Not Graduate,Yes,65521,48164,57,180,1,Urban,Y,Yes
7928,Male,Yes,1,Graduate,No,23724,4383,72,120,0,Rural,N,Yes
7929,Male,No,1,Not Graduate,Yes,74431,7451,93,240,0,Urban,N,Yes
7930,Other,No,0,Graduate,Yes,25081,42028,627,180,0,Semiurban,N,Yes
7931,Female,Yes,3,Graduate,No,47732,24859,486,180,0,Rural,N,Yes
7932,Male,No,2,Graduate,Yes,59867,37445,118,360,0,Urban,N,Yes
7933,Female,No,2,Not Graduate,No,59899,36256,643,300,1,Semiurban,Y,Yes
7935,Male,No,2,Not Graduate,No,32903,3212,326,60,1,Urban,Y,Yes
7936,Male,No,1,Not Graduate,No,32393,916,541,180,1,Urban,Y,Yes
7937,Male,No,1,Graduate,No,49509,25146,132,180,0,Urban,N,Yes
7938,Male,Yes,2,Graduate,No,51234,27375,361,120,1,Semiurban,Y,Yes
7939,Female,Yes,0,Graduate,No,33101,11430,151,240,0,Rural,N,Yes
7940,Male,No,1,Not Graduate,Yes,17213,30317,275,60,0,Urban,Y,Yes
7941,Female,No,3,Not Graduate,Yes,7351,39037,435,60,1,Semiurban,Y,Yes
7942,Other,Yes,3,Graduate,No,43236,12759,517,60,0,Urban,N,Yes
7943,Male,No,1,Not Graduate,No,16241,38810,190,360,1,Semiurban,N,Yes
7944,Female,No,1,Graduate,No,25179,41580,575,240,1,Urban,Y,Yes
7945,Other,No,2,Not Graduate,No,50665,29348,381,180,0,Urban,N,Yes
7946,Other,No,0,Not Graduate,No,64242,14705,318,60,0,Urban,N,Yes
7947,Other,No,2,Not Graduate,Yes,7455,25346,393,120,1,Urban,Y,Yes
7948,Female,Yes,0,Not Graduate,No,43459,39499,143,180,1,Urban,N,Yes
7949,Male,Yes,3,Graduate,Yes,63899,30726,661,300,1,Rural,Y,Yes
7950,Male,No,3,Graduate,No,20597,11539,119,240,0,Semiurban,N,Yes
7951,Female,Yes,0,Graduate,No,58591,49216,175,360,0,Urban,N,Yes
7952,Male,No,2,Not Graduate,Yes,49209,3698,432,120,1,Urban,Y,Yes
7953,Female,No,1,Not Graduate,No,12052,32969,237,240,0,Urban,N,Yes
7954,Male,No,0,Graduate,No,38691,4237,555,180,1,Semiurban,Y,Yes
7955,Other,No,2,Graduate,Yes,20816,16334,631,360,0,Semiurban,N,Yes
7956,Male,No,3,Graduate,Yes,68876,19553,361,120,0,Rural,N,Yes
7957,Female,No,1,Not Graduate,No,59533,2864,184,60,0,Semiurban,N,Yes
7958,Female,No,3,Graduate,Yes,17206,39128,670,180,1,Urban,N,Yes
7959,Other,No,0,Graduate,No,34518,15326,198,180,1,Semiurban,Y,Yes
7960,Female,No,3,Graduate,Yes,4198,48713,151,240,0,Urban,N,Yes
7961,Male,Yes,3,Graduate,No,40064,5412,407,180,1,Rural,Y,Yes
7962,Male,No,0,Graduate,Yes,51744,9349,191,180,0,Rural,N,Yes
7963,Other,Yes,1,Graduate,No,23577,39195,220,120,0,Rural,N,Yes
7964,Female,Yes,0,Graduate,Yes,51230,32869,414,180,0,Rural,N,Yes
7965,Other,No,2,Graduate,Yes,33248,33144,61,300,1,Urban,Y,Yes
7966,Male,Yes,0,Graduate,No,7934,8397,104,300,1,Semiurban,Y,Yes
7967,Other,No,0,Not Graduate,No,27927,11916,551,360,0,Urban,N,Yes
7968,Female,No,1,Graduate,No,28877,16219,652,60,0,Rural,Y,Yes
7969,Other,No,2,Graduate,Yes,22471,43017,374,300,0,Urban,N,Yes
7970,Female,No,3,Graduate,No,41841,36431,546,60,1,Rural,N,Yes
7971,Female,Yes,3,Not Graduate,No,8853,46246,365,300,1,Semiurban,Y,Yes
7972,Male,Yes,3,Not Graduate,Yes,39018,22678,221,240,0,Semiurban,N,Yes
7973,Male,No,3,Graduate,Yes,61501,33828,439,300,0,Rural,N,Yes
7974,Male,Yes,1,Not Graduate,No,3257,21947,630,180,1,Semiurban,Y,Yes
7975,Female,Yes,2,Not Graduate,No,32671,48469,327,240,0,Semiurban,N,Yes
7976,Other,Yes,1,Graduate,Yes,7730,5124,370,300,1,Semiurban,Y,Yes
7977,Female,No,0,Not Graduate,Yes,14305,41849,133,180,1,Semiurban,N,Yes
7978,Male,Yes,2,Not Graduate,No,53548,29921,137,360,1,Urban,Y,Yes
7979,Male,Yes,2,Graduate,Yes,35116,18940,197,240,1,Semiurban,Y,Yes
7980,Other,Yes,3,Graduate,Yes,25839,19579,585,180,1,Urban,N,Yes
7981,Male,No,3,Not Graduate,No,13818,45458,377,240,0,Rural,N,Yes
7982,Male,Yes,3,Graduate,No,9202,31658,147,360,0,Urban,Y,Yes
7983,Male,Yes,3,Graduate,No,41946,33578,263,360,0,Semiurban,N,Yes
7984,Other,No,0,Graduate,Yes,20031,9250,360,240,0,Urban,N,Yes
7985,Female,Yes,3,Not Graduate,No,16298,25836,421,180,0,Rural,N,Yes
7986,Male,No,1,Graduate,Yes,68311,30163,527,120,0,Urban,N,Yes
7987,Other,No,2,Not Graduate,Yes,62612,30789,232,240,0,Urban,N,Yes
7988,Male,No,0,Not Graduate,Yes,33842,10038,247,60,1,Semiurban,N,Yes
7989,Other,No,0,Graduate,Yes,31298,4412,382,120,1,Urban,Y,Yes
7990,Male,No,2,Not Graduate,No,24366,4398,669,60,1,Rural,Y,Yes
7991,Other,No,2,Graduate,Yes,27057,42085,459,180,0,Semiurban,N,Yes
7992,Male,Yes,2,Graduate,No,9080,28236,406,60,0,Semiurban,N,Yes
7993,Female,No,0,Graduate,Yes,34942,657,140,300,1,Urban,Y,Yes
7994,Male,Yes,1,Graduate,Yes,52543,32820,224,240,1,Urban,Y,Yes
7995,Other,Yes,1,Graduate,No,27232,45400,692,360,0,Urban,N,Yes
7996,Male,No,2,Not Graduate,No,63928,17492,688,60,0,Semiurban,N,Yes
7997,Female,Yes,0,Not Graduate,No,3329,33754,447,60,1,Urban,Y,Yes
7998,Male,Yes,3,Graduate,No,63363,22410,313,300,1,Semiurban,Y,Yes
7999,Other,Yes,0,Not Graduate,No,33595,8402,540,180,0,Rural,N,Yes
8000,Other,No,2,Not Graduate,No,8446,33543,576,360,0,Semiurban,N,Yes
8001,Female,Yes,0,Not Graduate,Yes,69204,9106,222,240,0,Semiurban,N,Yes
8002,Other,Yes,0,Not Graduate,No,49094,45238,222,180,0,Semiurban,N,Yes
8003,Male,No,0,Graduate,Yes,17822,23823,308,240,1,Rural,Y,Yes
8004,Male,Yes,3,Graduate,Yes,19825,33273,414,300,0,Semiurban,Y,Yes
8005,Male,Yes,2,Graduate,No,55077,36066,444,240,1,Urban,N,Yes
8006,Other,Yes,2,Not Graduate,Yes,7020,26433,58,60,1,Urban,Y,Yes
8007,Male,No,2,Not Graduate,Yes,25061,30731,309,360,0,Semiurban,N,Yes
8008,Male,Yes,1,Graduate,No,27849,20572,162,240,0,Urban,N,Yes
8009,Male,Yes,1,Graduate,No,56865,43197,524,300,1,Urban,Y,Yes
8011,Other,No,0,Graduate,No,38894,11105,227,360,1,Urban,Y,Yes
8013,Other,Yes,2,Graduate,Yes,22752,31741,531,60,0,Urban,Y,Yes
8014,Female,No,3,Graduate,No,31269,48916,695,120,0,Semiurban,N,Yes
8015,Other,No,3,Not Graduate,No,32140,49412,477,240,1,Semiurban,Y,Yes
8016,Female,No,0,Graduate,No,24639,1951,566,300,1,Rural,Y,Yes
8017,Female,Yes,0,Graduate,Yes,67320,2370,234,180,0,Rural,N,Yes
8018,Other,No,1,Graduate,Yes,11066,38921,644,180,0,Rural,Y,Yes
8019,Male,No,3,Graduate,No,11261,48068,630,300,1,Rural,N,Yes
8020,Male,No,0,Graduate,No,7585,41047,425,180,0,Semiurban,N,Yes
8022,Other,No,2,Not Graduate,Yes,39273,11581,61,360,1,Semiurban,Y,Yes
8023,Female,Yes,1,Not Graduate,Yes,41585,27870,246,240,1,Rural,Y,Yes
8024,Other,Yes,3,Not Graduate,No,3116,2734,615,300,1,Urban,Y,Yes
8025,Female,No,3,Not Graduate,No,18616,2256,534,240,1,Semiurban,N,Yes
8026,Other,No,1,Not Graduate,Yes,32590,35737,385,360,1,Urban,Y,Yes
8027,Male,No,0,Graduate,No,68436,48745,378,180,0,Semiurban,Y,Yes
8028,Male,Yes,3,Graduate,No,11685,10502,466,300,1,Urban,N,Yes
8030,Female,Yes,3,Graduate,No,17138,36045,186,360,0,Urban,N,Yes
8031,Male,Yes,2,Graduate,No,22067,44528,323,360,0,Rural,Y,Yes
8032,Female,No,1,Graduate,Yes,56327,3969,407,60,0,Semiurban,N,Yes
8033,Other,No,3,Graduate,No,42396,43677,511,240,0,Semiurban,N,Yes
8034,Other,No,1,Graduate,Yes,41211,40688,280,300,1,Urban,Y,Yes
8035,Male,No,0,Not Graduate,Yes,43727,1488,280,240,1,Urban,N,Yes
8036,Other,Yes,1,Not Graduate,Yes,17464,26234,164,240,1,Rural,Y,Yes
8037,Male,No,2,Graduate,No,52777,43027,564,360,0,Urban,N,Yes
8038,Female,Yes,2,Not Graduate,No,18406,10807,161,240,1,Urban,N,Yes
8039,Male,Yes,1,Not Graduate,No,74698,43977,195,180,0,Urban,N,Yes
8040,Male,No,2,Not Graduate,No,67086,42091,398,180,1,Urban,Y,Yes
8041,Female,Yes,3,Not Graduate,Yes,9797,34955,85,360,0,Urban,N,Yes
8042,Male,Yes,2,Graduate,Yes,7858,21594,257,240,1,Urban,Y,Yes
8043,Male,No,0,Not Graduate,Yes,69373,49422,53,180,0,Urban,N,Yes
8044,Other,Yes,1,Graduate,No,70551,16047,169,120,0,Rural,Y,Yes
8045,Female,Yes,1,Not Graduate,Yes,63796,9788,158,120,1,Rural,Y,Yes
8046,Male,No,0,Not Graduate,Yes,68509,18655,127,240,0,Urban,N,Yes
8048,Female,Yes,0,Graduate,No,10234,16749,98,180,1,Semiurban,Y,Yes
8049,Male,No,0,Not Graduate,Yes,73284,43491,158,300,1,Urban,Y,Yes
8050,Other,Yes,3,Not Graduate,No,31454,19435,529,300,0,Urban,N,Yes
8051,Female,No,2,Graduate,No,68599,33551,421,180,1,Urban,Y,Yes
8052,Male,Yes,2,Not Graduate,No,43989,43171,571,240,0,Rural,N,Yes
8053,Female,Yes,3,Graduate,Yes,31547,39906,425,120,0,Urban,N,Yes
8054,Other,No,0,Graduate,Yes,56804,25608,172,120,0,Rural,Y,Yes
8055,Other,No,1,Graduate,Yes,58941,7159,637,180,1,Semiurban,Y,Yes
8056,Other,Yes,1,Not Graduate,Yes,26567,38253,684,60,0,Rural,N,Yes
8057,Male,No,1,Graduate,Yes,5325,45129,698,120,1,Rural,N,Yes
8058,Male,Yes,0,Graduate,Yes,74386,49389,139,180,1,Semiurban,Y,Yes
8059,Other,No,3,Not Graduate,Yes,72908,12075,198,360,0,Rural,N,Yes
8060,Male,Yes,3,Graduate,Yes,58516,42945,50,120,0,Rural,N,Yes
8061,Other,Yes,3,Not Graduate,No,24149,39826,469,60,1,Urban,N,Yes
8062,Male,Yes,2,Not Graduate,No,5879,48652,567,240,1,Semiurban,Y,Yes
8063,Other,Yes,2,Graduate,Yes,17908,47337,416,60,0,Rural,N,Yes
8064,Female,Yes,2,Not Graduate,No,20650,1462,195,120,1,Urban,N,Yes
8065,Other,No,2,Not Graduate,No,39872,30176,662,180,0,Semiurban,N,Yes
8066,Other,No,1,Not Graduate,Yes,70855,29787,281,300,1,Semiurban,Y,Yes
8067,Male,Yes,1,Graduate,Yes,58020,9413,668,120,0,Semiurban,Y,Yes
8068,Male,Yes,3,Graduate,Yes,43488,29811,518,60,1,Semiurban,Y,Yes
8069,Male,No,2,Graduate,No,47819,18050,261,180,1,Rural,Y,Yes
8070,Male,No,3,Not Graduate,No,64481,11628,155,120,0,Semiurban,N,Yes
8071,Male,No,0,Graduate,Yes,66241,39064,314,120,1,Semiurban,Y,Yes
8072,Male,No,2,Graduate,Yes,58347,34424,307,120,1,Semiurban,Y,Yes
8073,Female,No,2,Not Graduate,No,74599,33899,674,300,0,Rural,N,Yes
8074,Other,Yes,3,Graduate,Yes,64216,31247,693,180,1,Urban,N,Yes
8075,Other,Yes,3,Not Graduate,Yes,72098,810,395,60,1,Rural,Y,Yes
8076,Other,No,0,Graduate,No,55350,55,260,360,1,Rural,Y,Yes
8077,Female,No,3,Not Graduate,No,68228,19907,132,60,1,Rural,Y,Yes
8078,Other,No,2,Not Graduate,Yes,73040,23943,132,240,1,Semiurban,Y,Yes
8079,Female,No,1,Not Graduate,No,15631,19046,398,300,1,Urban,N,Yes
8080,Female,No,0,Not Graduate,No,26118,3279,344,240,0,Semiurban,Y,Yes
8081,Female,No,0,Graduate,Yes,49774,1533,237,240,1,Urban,Y,Yes
8082,Other,No,2,Not Graduate,Yes,63513,36779,467,360,0,Urban,N,Yes
8083,Female,No,1,Not Graduate,Yes,59141,17046,633,120,1,Rural,Y,Yes
8084,Other,No,3,Not Graduate,Yes,72659,20229,333,360,0,Rural,N,Yes
8086,Male,No,1,Not Graduate,Yes,64265,47403,525,300,1,Urban,Y,Yes
8087,Male,No,1,Not Graduate,Yes,48689,38735,529,240,0,Urban,Y,Yes
8088,Female,Yes,2,Graduate,No,31883,24291,90,240,1,Rural,N,Yes
8089,Female,Yes,3,Not Graduate,Yes,24167,12516,121,360,1,Rural,Y,Yes
8090,Other,Yes,2,Graduate,No,3071,15624,649,180,0,Rural,N,Yes
8091,Female,No,3,Not Graduate,Yes,35234,39377,544,240,0,Urban,N,Yes
8092,Female,No,3,Not Graduate,Yes,8516,39048,358,180,0,Urban,Y,Yes
8094,Female,No,2,Not Graduate,Yes,11234,2004,316,240,0,Urban,N,Yes
8095,Female,Yes,1,Not Graduate,Yes,7360,44729,288,360,1,Urban,N,Yes
8096,Other,No,2,Graduate,Yes,43160,5434,648,60,1,Semiurban,Y,Yes
8097,Other,No,3,Graduate,No,14544,37014,54,120,0,Rural,Y,Yes
8098,Male,Yes,0,Graduate,Yes,9381,36164,161,300,0,Semiurban,N,Yes
8099,Other,No,0,Graduate,Yes,26128,40338,367,240,0,Rural,N,Yes
8100,Male,No,2,Not Graduate,Yes,9834,41312,96,360,1,Urban,Y,Yes
8101,Female,No,2,Graduate,No,55175,4561,342,240,0,Urban,N,Yes
8102,Other,No,1,Graduate,No,63514,33831,416,360,1,Urban,Y,Yes
8104,Other,Yes,0,Not Graduate,Yes,25727,1395,264,180,0,Urban,N,Yes
8105,Female,Yes,1,Graduate,Yes,55659,52,348,240,1,Urban,Y,Yes
8106,Male,Yes,2,Not Graduate,Yes,10530,19535,110,360,1,Urban,Y,Yes
8107,Female,No,3,Not Graduate,Yes,34509,22054,471,360,0,Semiurban,Y,Yes
8108,Female,No,1,Not Graduate,No,32409,35554,433,120,0,Urban,N,Yes
8109,Other,No,1,Not Graduate,Yes,48598,14675,465,240,1,Semiurban,Y,Yes
8110,Male,Yes,2,Graduate,No,62130,33912,688,60,0,Urban,N,Yes
8111,Female,Yes,3,Graduate,No,47089,2112,625,60,1,Urban,Y,Yes
8112,Other,Yes,0,Not Graduate,Yes,54524,13751,449,120,1,Urban,Y,Yes
8113,Female,No,1,Graduate,No,58954,33063,226,180,0,Rural,Y,Yes
8114,Female,No,2,Graduate,Yes,41996,27565,142,180,1,Urban,Y,Yes
8115,Other,Yes,1,Graduate,No,24505,47308,557,360,1,Urban,Y,Yes
8116,Other,Yes,2,Graduate,Yes,33132,37510,684,360,1,Semiurban,Y,Yes
8117,Male,No,2,Not Graduate,Yes,35558,32021,576,360,1,Urban,Y,Yes
8118,Female,No,2,Graduate,Yes,60202,39046,325,240,1,Rural,Y,Yes
8119,Other,No,3,Graduate,Yes,27116,2425,583,240,0,Urban,N,Yes
8120,Other,Yes,0,Not Graduate,No,12250,7219,232,60,0,Rural,N,Yes
8121,Male,Yes,3,Graduate,No,28547,39779,461,300,1,Semiurban,Y,Yes
8122,Male,Yes,0,Graduate,No,62734,2627,698,360,0,Semiurban,Y,Yes
8123,Other,Yes,2,Graduate,Yes,8455,37573,80,60,0,Rural,N,Yes
8125,Other,No,3,Graduate,No,28474,14199,401,60,0,Rural,Y,Yes
8126,Female,No,1,Graduate,Yes,45773,24002,261,300,0,Rural,N,Yes
8127,Male,Yes,3,Not Graduate,Yes,4502,8701,234,240,0,Rural,N,Yes
8128,Female,No,3,Graduate,No,34117,7935,636,240,0,Rural,N,Yes
8129,Female,No,3,Not Graduate,Yes,10042,17845,220,360,1,Urban,Y,Yes
8130,Female,No,3,Not Graduate,No,33501,6920,281,120,0,Rural,N,Yes
8131,Other,No,3,Not Graduate,Yes,23244,14261,123,120,0,Urban,N,Yes
8132,Female,No,0,Graduate,Yes,27242,18383,302,60,1,Semiurban,Y,Yes
8133,Female,Yes,0,Graduate,No,59671,34738,347,180,0,Rural,Y,Yes
8134,Female,No,1,Graduate,No,59235,1551,123,360,1,Semiurban,Y,Yes
8135,Other,No,3,Graduate,No,33766,20235,483,240,0,Urban,N,Yes
8136,Female,Yes,3,Graduate,No,61552,16485,248,360,1,Rural,Y,Yes
8137,Female,Yes,1,Not Graduate,No,8010,40851,133,60,1,Urban,Y,Yes
8138,Male,No,1,Not Graduate,Yes,25146,17844,266,360,1,Rural,Y,Yes
8139,Other,No,2,Not Graduate,No,37907,27422,510,180,0,Rural,N,Yes
8140,Female,No,1,Not Graduate,Yes,68161,25309,286,180,0,Rural,N,Yes
8141,Male,No,1,Graduate,Yes,60900,44052,510,300,1,Rural,Y,Yes
8143,Other,No,2,Not Graduate,No,16960,49684,307,240,1,Urban,N,Yes
8144,Other,Yes,0,Graduate,Yes,64030,32859,278,60,1,Semiurban,Y,Yes
8145,Other,No,2,Not Graduate,No,39512,1819,347,60,1,Rural,N,Yes
8146,Other,No,0,Graduate,No,23005,17540,667,180,0,Semiurban,Y,No
8147,Other,No,1,Graduate,Yes,67056,4934,554,300,1,Semiurban,Y,Yes
8148,Female,Yes,2,Graduate,Yes,37999,8696,688,300,1,Semiurban,N,Yes
8149,Female,No,2,Not Graduate,No,66663,30148,489,60,1,Urban,Y,Yes
8150,Female,No,0,Not Graduate,Yes,61316,4936,634,300,0,Semiurban,N,Yes
8151,Female,Yes,2,Not Graduate,Yes,72443,6868,222,240,0,Rural,N,Yes
8152,Male,No,2,Not Graduate,Yes,14603,43155,211,60,0,Rural,N,Yes
8153,Female,Yes,3,Not Graduate,Yes,45251,9125,502,180,0,Rural,N,Yes
8154,Other,No,0,Not Graduate,Yes,3163,27812,656,120,1,Semiurban,Y,Yes
8155,Female,Yes,2,Graduate,Yes,71998,28985,69,240,1,Semiurban,Y,Yes
8156,Female,Yes,2,Graduate,Yes,13287,19088,121,60,1,Semiurban,Y,Yes
8157,Other,Yes,1,Not Graduate,Yes,57465,20702,631,360,0,Rural,Y,Yes
8158,Female,No,3,Not Graduate,Yes,61144,18493,451,120,1,Urban,N,Yes
8159,Female,Yes,3,Graduate,Yes,65809,31327,493,240,0,Semiurban,N,Yes
8160,Female,Yes,1,Graduate,No,9227,29295,422,180,0,Urban,N,Yes
8161,Male,No,1,Graduate,No,53842,26999,357,300,0,Semiurban,N,Yes
8162,Female,Yes,1,Not Graduate,No,34790,43606,586,240,1,Urban,Y,Yes
8163,Other,No,1,Not Graduate,Yes,36001,45460,627,360,0,Rural,Y,Yes
8164,Other,No,3,Not Graduate,Yes,37644,7072,333,360,1,Rural,Y,Yes
8165,Female,Yes,2,Graduate,Yes,44921,24002,539,360,0,Semiurban,N,Yes
8166,Female,Yes,2,Not Graduate,Yes,50951,16773,394,60,1,Semiurban,Y,Yes
8167,Female,No,1,Not Graduate,Yes,74875,41725,325,120,0,Rural,N,Yes
8168,Other,Yes,0,Not Graduate,No,53197,8539,375,60,0,Urban,N,Yes
8169,Other,Yes,1,Not Graduate,Yes,41859,44533,598,300,0,Urban,N,Yes
8170,Male,Yes,2,Not Graduate,No,34937,9537,65,240,0,Rural,N,Yes
8171,Male,Yes,0,Not Graduate,No,7481,32287,232,120,0,Semiurban,N,Yes
8172,Male,No,1,Graduate,No,40227,48191,242,240,0,Semiurban,N,Yes
8173,Other,No,0,Not Graduate,Yes,20791,48281,63,180,0,Semiurban,N,Yes
8174,Male,Yes,1,Graduate,No,3207,11197,73,180,1,Rural,N,Yes
8175,Female,No,3,Graduate,Yes,40138,27140,644,240,1,Semiurban,Y,Yes
8176,Female,Yes,2,Graduate,Yes,12944,15754,285,120,1,Semiurban,Y,Yes
8177,Other,Yes,1,Not Graduate,No,20285,8521,552,360,1,Urban,Y,Yes
8178,Male,Yes,0,Not Graduate,No,47558,44494,304,120,0,Rural,N,Yes
8179,Female,Yes,2,Not Graduate,No,29782,36561,426,60,1,Semiurban,N,Yes
8180,Other,No,1,Not Graduate,Yes,60803,38832,364,120,1,Rural,Y,Yes
8181,Male,Yes,1,Graduate,Yes,7489,14427,356,240,0,Urban,N,Yes
8182,Female,No,1,Not Graduate,No,12108,34013,158,120,1,Rural,Y,Yes
8183,Male,Yes,1,Graduate,Yes,67430,35005,324,180,0,Rural,Y,Yes
8184,Other,No,3,Not Graduate,Yes,11030,24780,367,240,1,Urban,N,Yes
8185,Male,No,2,Not Graduate,Yes,64603,47873,294,60,0,Rural,N,Yes
8186,Other,No,3,Graduate,No,24118,12376,471,240,0,Semiurban,N,Yes
8187,Male,No,2,Graduate,No,14593,24299,180,240,1,Rural,N,Yes
8188,Female,Yes,1,Graduate,No,70730,27578,474,120,1,Semiurban,Y,Yes
8189,Other,No,2,Not Graduate,Yes,32439,16746,194,300,0,Urban,N,Yes
8190,Other,Yes,0,Graduate,No,47592,44402,392,60,0,Semiurban,N,Yes
8191,Other,No,2,Graduate,Yes,49261,16715,268,60,0,Semiurban,N,Yes
8192,Male,No,0,Graduate,Yes,49652,27544,634,360,0,Urban,N,Yes
8193,Male,No,0,Not Graduate,Yes,7538,45763,246,60,0,Semiurban,N,Yes
8194,Female,Yes,3,Graduate,Yes,23442,40361,644,360,1,Semiurban,N,Yes
8195,Other,No,2,Graduate,No,7842,6987,667,180,1,Rural,Y,Yes
8196,Other,Yes,1,Not Graduate,No,53951,46534,661,240,1,Semiurban,Y,Yes
8197,Male,Yes,2,Graduate,Yes,43338,47798,127,360,1,Urban,Y,Yes
8198,Male,Yes,3,Graduate,No,44464,33189,420,120,1,Rural,Y,Yes
8199,Female,No,0,Graduate,No,8773,8954,144,60,0,Rural,N,Yes
8200,Female,No,0,Not Graduate,No,61218,21674,438,120,1,Semiurban,Y,Yes
8201,Male,No,3,Graduate,No,38646,33016,564,120,1,Rural,Y,Yes
8202,Other,No,3,Graduate,No,48337,39092,96,60,1,Urban,N,Yes
8203,Female,No,2,Graduate,No,18586,11738,207,180,0,Urban,N,Yes
8204,Male,No,0,Graduate,No,46293,482,320,240,1,Semiurban,N,Yes
8205,Male,No,3,Graduate,No,47180,31508,471,360,0,Semiurban,N,Yes
8206,Other,Yes,2,Graduate,No,61039,44435,77,240,1,Urban,Y,Yes
8207,Male,No,2,Graduate,No,47807,44818,226,240,0,Urban,N,Yes
8208,Male,Yes,1,Not Graduate,No,30740,11424,136,120,1,Urban,Y,Yes
8209,Female,Yes,0,Not Graduate,Yes,9772,20798,636,360,0,Rural,N,Yes
8210,Male,No,2,Not Graduate,Yes,42358,45586,317,180,1,Semiurban,Y,Yes
8211,Male,No,3,Graduate,No,17647,28667,103,240,0,Semiurban,N,Yes
8212,Female,Yes,0,Not Graduate,No,19504,28403,132,60,1,Urban,Y,Yes
8213,Other,Yes,3,Graduate,No,9460,42907,593,300,0,Urban,N,Yes
8214,Other,No,3,Graduate,No,9281,39474,434,120,0,Semiurban,Y,Yes
8215,Female,Yes,2,Graduate,Yes,25246,9559,572,300,1,Rural,N,Yes
8216,Female,Yes,2,Not Graduate,Yes,39499,8314,272,180,0,Semiurban,N,Yes
8217,Other,Yes,1,Not Graduate,No,49733,17133,616,180,1,Semiurban,N,Yes
8218,Other,Yes,3,Graduate,Yes,31491,45374,335,180,0,Semiurban,N,Yes
